conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code,courseTopicSimilarity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e8b89eb6-51e8-4c3a-babb-88b2e110376b,knowledge,sector-specific,Pascal (computer programming),Pascal,,released,2022-07-05T14:34:33.959Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Pascal.",0613,0.60672486
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e8dd9cc1-c83d-45ec-a7b0-e3727ab90336,skill/competence,sector-specific,create moving images,"create a moving image
develop animated images
create motion pictures
create images that move",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create and develop two-dimensional and three-dimensional images in motion and animations.,S1.12.1,0.528772
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,knowledge,sector-specific,document management,"document organisation
records management
document tracking",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The methodology of tracking, managing and storing documents in a systematic and organised manner as well as keeping a record of the versions created and modified by specific users (history tracking).",0322,0.48068234
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5,knowledge,sector-specific,ABAP,"ABAP Programming Techniques
ABAP software development
ABAP programming techniques
ABAP software techniques",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ABAP.",0613,0.5735907
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb3aa8c1-fb14-47b4-a352-b7975abd2480,skill/competence,sector-specific,replicate customer software issues,"simulate customer software problems
analyse customer software problems
replicate customer software problems
simulate customer software issues
analyse customer software issues",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Use specialised tools to replicate and analyse the conditions that caused the set of software states or outputs reported by the customer in order to provide adequate solutions.,S5.2.3,0.54351515
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec85cc63-4e24-4631-bf92-8789db2605c0,skill/competence,sector-specific,maintain database security,keep database security,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Master a wide variety of information security controls in order to pursue maximal database protection.,S5.5.2,0.53126323
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080,knowledge,cross-sector,deep learning,"deep neural networking
deep learning methods
deep learning principles",,released,2024-03-01T11:05:54.386Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The principles, methods and algorithms of deep learning, a subfield of artificial intelligence and machine learning. Common neural networks like perceptrons, feed-forward, backpropagation, and convolutional and recurrent neural networks.",0619,0.66084576
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c,knowledge,sector-specific,Prototyping development,prototyping methodology,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The prototyping development model is a methodology to design software systems and applications.,0413,0.5338627
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,knowledge,cross-sector,data science,"data science process
science of data",,released,2023-11-29T16:23:08.607Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The field of study that deals with big amount of data using AI techniques such as machine learning algorithms to predict patterns and obtain useful information to make business decisions.,0688,0.5541954
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48,skill/competence,sector-specific,verify formal ICT specifications,verify formal IT specifications,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Check capabilities, correctness and efficiency of intended algorithm or system to match certain formal specifications.",S2.8.1,0.5721388
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee46e1d3-a52c-4113-aab9-38dbc907085d,knowledge,sector-specific,distributed ledger technologies consensus protocols,consensus protocols of distributed ledger technologies,,released,2023-11-29T16:34:02.942Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The knowledge of essential blockchain consensus protocols including Proof-of-Work (PoW), Proof-of-Stake (PoS), Delegated Proof-of-Stake (DPoS), Practical Byzantine Fault Tolerance (pBFT).",0612,0.48915
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eee58e6d-4587-42f0-b9a0-fe055cfe2044,skill/competence,sector-specific,develop animations,"design animations
develop animated models
design graphics and animation
developing animations
develop an animation",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Design and develop visual animations using creativity and computer skills. Make objects or characters appear lifelike by manipulating light, colour, texture, shadow, and transparency, or manipulating static images to give the illusion of motion.",S1.12.3,0.45845288
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0163b63-6794-4eb7-b17b-f91d11b2602d,skill/competence,sector-specific,implement cryptographic constructs,develop cryptographic constructs,,released,2023-10-26T15:56:20.195Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Implement cryptographic constructs such as hash functions, symmetric-key algorithms, and asymmetric-key algorithms, in the context of specific applications.",S5.2.1,0.47751975
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,knowledge,sector-specific,Internet of Things,"Information appliances
IoT
smart devices
Pervasive systems
Ubiquitous computing",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The general principles, categories, requirements, limitations and vulnerabilities of smart connected devices (most of them with intended internet connectivity).",0611,0.47973293
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96,skill/competence,cross-sector,design graphics,"apply graphic design techniques
create graphic material",,released,2025-06-25T12:15:04.406Z,This includes computer graphic design.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Apply a variety of visual techniques in order to design graphic material. Combine graphical elements to communicate concepts and ideas.,S1.12.1,0.50077957
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,knowledge,sector-specific,DevOps,"DevOps development
DevOps based software development
DevOps methodology",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The DevOps development approach is a methodology to design software systems and applications focused on the collaboration and between software programmers and other ICT professionals and automation.,0413,0.513499
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f10142ce-d522-49c3-9fd1-054fb63529d4,skill/competence,cross-sector,develop test procedures,"developing test protocols
develop test protocols
test protocols developing
test procedures developing
developing test procedures
test procedure developing
test protocol developing",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Develop testing protocols to enable a variety of analyses of products, systems, and components.",S4.1.3,0.5260809
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f28617ad-afdd-4041-814c-216153a38998,skill/competence,sector-specific,analyse software specifications,"assess software specifications
examine software requirements
assess software systems
evaluate software design specification
analyse software or system specifications",,released,2024-02-28T14:21:37.239Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Assess the specifications of a software product or system to be developed by identifying functional and non-functional requirements, constraints and possible sets of use cases which illustrate interactions between the software and its users.",S5.1.0,0.6971973
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50,skill/competence,cross-sector,process data,"data processing
analyse data
processing of data
handle data
measure data
convert data
processing data
refine data",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Enter information into a data storage and data retrieval system via processes such as scanning, manual keying or electronic data transfer in order to process large amounts of data.",S2.4.2,0.52075243
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,skill/competence,transversal,apply digital security measures,"up-date online security measures
use anti-virus software
protect personal data
protect ICT devices
remove viruses and malware from a computer
implement digital security measures
protect digital devices",,released,2022-07-05T14:33:28.658Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Follow simple ways to protect digital devices and content.,T1.3,0.5236403
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85,skill/competence,sector-specific,operate 3D computer graphics software,use 3D visualization and processing software,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use graphical ICT tools, such as Autodesk Maya, Blender which enable digital editing, modelling, rendering and composition of graphics. These tools are based in mathematical representation of three-dimensional objects.",S1.12.1,0.63923836
